HistoricalCode,BfsCode,Name,CantonId,Canton,DistrictId,District,FUA2014,DEGURB2021,FUA2021,GCITIES2021,STREG2022,DEGURB2011,GCITIES2011,REGCH,AGKG2020,STADTE2020,STGD2020,RSC2020,SPRGEB2020,AGKSA2020,AGGL2020,AGGLGK2020,MONT2019,STALAN2020,GDETYP2020_9,GDETYP2020_25,GBAE2018,BAE2018
12132,6004,Eggerberg,23,Valais / Wallis,10035,Bezirk Brig,0,3,0,0,11,3,0,1,6002810,0,0,4,1,6002910,6002,5,1,2,22,227,7,7080
12134,2475,Hochwald,11,Solothurn,10099,Bezirk Dorneck,2701960,3,2701960,0,14,3,0,2,2701810,0,0,4,1,2701910,2701,1,0,3,23,237,8,8012
12135,2131,Echarlens,10,Fribourg / Freiburg,10105,District de la Gruyère,0,2,0,0,13,2,0,2,2125801,0,0,2,2,2125910,2125,5,1,1,13,137,4,4020
12139,4199,Holderbank (AG),19,Aargau,10020,Bezirk Lenzburg,0,2,0,0,14,2,0,3,4201801,0,0,2,1,4201910,4201,5,0,1,13,137,10,10020
12140,4136,Holziken,19,Aargau,10022,Bezirk Kulm,0,2,4001960,0,14,2,0,3,4001801,0,0,2,1,4001910,4001,3,0,1,12,123,10,10020
12143,153,Hombrechtikon,1,Zürich,10077,Bezirk Meilen,261960,2,261960,0,3,2,0,4,261810,0,0,4,1,261910,261,1,0,2,21,217,12,12037
12144,218,Ellikon an der Thur,1,Zürich,10074,Bezirk Winterthur,261960,3,261960,0,3,3,0,4,0,0,0,5,1,0,0,0,0,3,23,236,12,12040
12150,6282,Eisten,23,Valais / Wallis,10180,Bezirk Visp,0,3,0,0,11,3,0,1,6002810,0,0,4,1,6002910,6002,5,1,3,23,235,7,7080
12151,6194,Eischoll,23,Valais / Wallis,10125,Bezirk Raron,0,3,0,0,11,3,0,1,6002810,0,0,4,1,6002910,6002,5,1,3,23,237,7,7080
12152,1301,Einsiedeln,5,Schwyz,10060,Bezirk Einsiedeln,0,2,0,0,4,2,0,6,0,1,1301,6,1,0,91301,0,1,1,13,137,11,11080
12154,2618,Himmelried,11,Solothurn,10094,Bezirk Thierstein,2701960,3,2701960,0,14,3,0,2,2701810,0,0,4,1,2701910,2701,1,0,3,23,237,8,8012
12156,117,Hinwil,1,Zürich,10079,Bezirk Hinwil,261960,2,261960,0,3,2,0,4,261810,1,117,4,1,261910,261,1,0,2,21,216,12,12037
12157,4066,Eggenwil,19,Aargau,10024,Bezirk Bremgarten,261960,2,261960,0,14,2,0,3,261810,0,0,4,1,261910,261,1,0,2,22,227,12,12010
12158,4007,Hirschthal,19,Aargau,10026,Bezirk Aarau,0,2,4001960,0,14,2,0,3,4001801,0,0,2,1,4001910,4001,3,0,1,12,122,10,10020
12159,113,Dürnten,1,Zürich,10079,Bezirk Hinwil,261960,2,261960,0,3,2,0,4,3336801,0,0,2,1,3336910,3336,5,0,1,13,137,12,12037
12161,173,Hittnau,1,Zürich,10076,Bezirk Pfäffikon,261960,2,261960,0,3,2,0,4,261810,0,0,4,1,261910,261,1,0,2,22,226,12,12036
12166,59,Hochfelden,1,Zürich,10081,Bezirk Bülach,261960,2,261960,0,3,2,0,4,261810,0,0,4,1,261910,261,1,0,2,22,226,12,12032
12167,4195,Egliswil,19,Aargau,10020,Bezirk Lenzburg,0,2,0,0,14,2,0,3,0,0,0,0,1,0,0,0,0,3,32,326,10,10020
12168,55,Eglisau,1,Zürich,10081,Bezirk Bülach,261960,2,261960,0,3,2,0,4,261810,0,0,4,1,261910,261,1,0,2,21,217,12,12032
12170,4161,Eiken,19,Aargau,10021,Bezirk Laufenburg,2701960,2,2701960,0,14,2,0,3,0,0,0,5,1,0,0,0,0,2,22,226,8,8015
12175,3002,Hundwil,15,Appenzell Ausserrhoden,10054,Bezirk Hinterland,3203960,3,0,0,2,3,0,5,3203810,0,0,4,1,3203910,3203,3,1,3,23,237,15,15050
12176,1703,Hünenberg,9,Zug,10108,Kanton Zug,1711960,2,1711960,0,3,2,0,6,1711801,0,0,2,1,1711910,1711,3,0,1,12,122,11,11060
12178,61,Hüntwangen,1,Zürich,10081,Bezirk Bülach,261960,3,261960,0,3,3,0,4,261810,0,0,4,1,261910,261,1,0,3,23,236,12,12032
12179,4200,Hunzenschwil,19,Aargau,10020,Bezirk Lenzburg,0,2,4001960,0,14,2,0,3,0,0,0,5,1,0,0,0,0,2,21,217,10,10020
12181,87,Hüttikon,1,Zürich,10080,Bezirk Dielsdorf,261960,2,261960,0,3,2,0,4,261810,0,0,4,1,261910,261,1,0,2,22,227,12,12031
12182,26,Dorf,1,Zürich,10082,Bezirk Andelfingen,261960,3,261960,0,3,3,0,4,0,0,0,5,1,0,0,0,0,3,23,237,12,12040
12184,2915,Dörflingen,14,Schaffhausen,10090,Bezirk Reiat,0,3,0,0,2,3,0,5,2939810,0,0,4,1,2939910,2939,4,0,3,23,236,12,12020
12187,6239,Icogne,23,Valais / Wallis,10178,District de Sierre,0,2,0,0,11,3,0,1,0,0,0,0,2,0,0,0,1,3,33,338,7,7040
12192,1363,Illgau,5,Schwyz,10068,Bezirk Schwyz,0,3,0,0,4,3,0,6,0,0,0,0,1,0,0,0,1,3,32,325,11,11080
12199,2573,Dulliken,11,Solothurn,10111,Bezirk Olten,0,2,0,0,14,2,0,2,2581801,0,0,2,1,2581910,2581,3,0,1,12,123,10,10020
12204,2293,Düdingen,10,Fribourg / Freiburg,10102,Bezirk Sense,351960,2,351960,0,13,2,0,2,0,0,0,5,1,0,0,0,0,2,21,216,4,4030
12205,191,Dübendorf,1,Zürich,10075,Bezirk Uster,261960,1,261960,261950,3,1,261950,4,261801,1,191,2,1,261910,261,1,0,1,11,112,12,12036
12207,6212,Dorénaz,23,Valais / Wallis,10177,District de Saint-Maurice,0,3,0,0,11,3,0,1,0,0,0,0,2,0,0,0,1,3,32,327,7,7010
12210,4304,Döttingen,19,Aargau,10016,Bezirk Zurzach,0,2,0,0,14,2,0,3,0,0,0,6,1,0,94304,0,0,1,13,136,12,12010
12213,1210,Hospental,4,Uri,10061,Kanton Uri,0,3,0,0,4,3,0,6,0,0,0,0,1,0,0,0,1,3,33,335,11,11070
12215,2548,Hubersdorf,11,Solothurn,10097,Bezirk Lebern,0,2,0,0,14,2,0,2,2601810,0,0,4,1,2601910,2601,4,0,2,22,227,5,5060
12217,4065,Dottikon,19,Aargau,10024,Bezirk Bremgarten,0,2,0,0,14,2,0,3,0,0,0,5,1,0,0,0,0,2,21,216,12,12010
12219,2473,Dornach,11,Solothurn,10099,Bezirk Dorneck,2701960,1,2701960,2701950,14,1,2701950,2,2701801,0,0,2,1,2701910,2701,1,0,1,11,113,8,8012
12220,60,Höri,1,Zürich,10081,Bezirk Bülach,261960,2,261960,0,3,2,0,4,261801,0,0,3,1,261910,261,1,0,1,11,113,12,12032
12228,4251,Hellikon,19,Aargau,10018,Bezirk Rheinfelden,2701960,3,2701960,0,14,3,0,3,2701810,0,0,4,1,2701910,2701,1,0,3,23,235,8,8015
12233,2962,Hemishofen,14,Schaffhausen,10087,Bezirk Stein,0,2,0,0,2,3,0,5,0,0,0,0,1,0,0,0,0,3,32,325,12,12020
12235,4198,Hendschiken,19,Aargau,10020,Bezirk Lenzburg,261960,2,261960,0,14,2,0,3,0,0,0,5,1,0,0,0,0,2,22,227,10,10020
12238,1206,Erstfeld,4,Uri,10061,Kanton Uri,0,3,0,0,4,3,0,6,1201810,0,0,4,1,1201910,1201,5,1,2,22,227,11,11070
12240,31,Henggart,1,Zürich,10082,Bezirk Andelfingen,261960,3,261960,0,3,3,0,4,0,0,0,5,1,0,0,0,0,2,22,226,12,12040
12247,2137,Hauteville,10,Fribourg / Freiburg,10105,District de la Gruyère,0,3,0,0,13,3,0,2,0,0,0,5,2,0,0,0,1,3,23,237,4,4020
12248,193,Fällanden,1,Zürich,10075,Bezirk Uster,261960,2,261960,0,3,2,0,4,261801,0,0,3,1,261910,261,1,0,1,11,113,12,12036
12249,5,Hedingen,1,Zürich,10053,Bezirk Affoltern,261960,2,261960,0,3,2,0,4,261801,0,0,3,1,261910,261,1,0,1,11,113,12,12031
12252,4196,Fahrwangen,19,Aargau,10020,Bezirk Lenzburg,0,2,0,0,14,2,0,3,0,0,0,0,1,0,0,0,0,3,32,326,10,10020
12253,3032,Heiden,15,Appenzell Ausserrhoden,10057,Bezirk Vorderland,3203960,2,3203960,0,2,2,0,5,0,0,0,0,1,0,0,0,1,2,31,316,15,15050
12255,6083,Evolène,23,Valais / Wallis,10031,District d'Hérens,0,3,0,0,11,3,0,1,0,0,0,0,2,0,0,0,1,3,33,338,7,7030
12256,6213,Evionnaz,23,Valais / Wallis,10177,District de Saint-Maurice,0,3,0,0,11,3,0,1,0,0,0,0,2,0,0,0,1,3,32,326,2,2040
12260,2296,Heitenried,10,Fribourg / Freiburg,10102,Bezirk Sense,351960,3,351960,0,13,3,0,2,0,0,0,0,1,0,0,0,0,3,32,325,6,6011
12274,2615,Erschwil,11,Solothurn,10094,Bezirk Thierstein,2701960,3,2701960,0,14,3,0,2,2701810,0,0,4,1,2701910,2701,1,1,3,23,236,8,8011
12275,1506,Ennetmoos,7,Nidwalden,10110,Kanton Nidwalden,1061960,2,1061960,0,4,3,0,6,0,0,0,0,1,0,0,0,1,3,32,326,11,11050
12276,1505,Ennetbürgen,7,Nidwalden,10110,Kanton Nidwalden,1061960,2,1061960,0,4,2,0,6,0,0,0,0,1,0,0,0,1,3,32,327,11,11050
12277,4026,Ennetbaden,19,Aargau,10025,Bezirk Baden,261960,2,261960,0,14,2,0,3,4021801,0,0,2,1,4021910,4021,3,0,1,12,123,12,12010
12283,221,Hettlingen,1,Zürich,10074,Bezirk Winterthur,261960,2,261960,0,3,2,0,4,0,0,0,5,1,0,0,0,0,2,22,226,12,12040
12287,1402,Engelberg,6,Obwalden,10070,Kanton Obwalden,0,3,0,0,4,3,0,6,0,0,0,0,1,0,0,0,1,2,31,314,11,11050
12290,1504,Emmetten,7,Nidwalden,10110,Kanton Nidwalden,0,2,0,0,4,3,0,6,0,0,0,0,1,0,0,0,1,3,32,327,11,11050
12292,56,Embrach,1,Zürich,10081,Bezirk Bülach,261960,2,261960,0,3,2,0,4,261801,0,0,3,1,261910,261,1,0,1,11,113,12,12032
12293,6283,Embd,23,Valais / Wallis,10180,Bezirk Visp,0,3,0,0,11,3,0,1,6002810,0,0,4,1,6002910,6002,5,1,3,23,235,7,7080
12294,219,Elsau,1,Zürich,10074,Bezirk Winterthur,261960,2,261960,0,3,2,0,4,230801,0,0,2,1,230910,230,3,0,1,12,123,12,12040
12296,6625,Hermance,25,Genève,10187,Canton de Genève,6621960,2,6621960,0,10,2,0,1,6621810,0,0,4,2,6621910,6621,1,0,2,22,227,1,1015
12298,6084,Hérémence,23,Valais / Wallis,10031,District d'Hérens,0,3,0,0,11,3,0,1,6266810,0,0,4,2,6266910,6266,4,1,3,23,237,7,7030
12300,1507,Hergiswil (NW),7,Nidwalden,10110,Kanton Nidwalden,1061960,2,1061960,0,4,2,0,6,1061810,0,0,4,1,1061910,1061,3,1,2,21,217,11,11050
12301,151,Erlenbach (ZH),1,Zürich,10077,Bezirk Meilen,261960,1,261960,261950,3,1,261950,4,261801,0,0,2,1,261910,261,1,0,1,11,113,12,12035
12304,3001,Herisau,15,Appenzell Ausserrhoden,10054,Bezirk Hinterland,3203960,2,3203960,0,2,2,0,5,3203801,1,3001,3,1,3203910,3203,3,0,1,12,122,15,15050
12307,6104,Ergisch,23,Valais / Wallis,10030,Bezirk Leuk,0,3,0,0,11,3,0,1,0,0,0,0,1,0,0,0,1,3,33,335,7,7060
12309,2574,Eppenberg-Wöschnau,11,Solothurn,10111,Bezirk Olten,0,2,4001960,0,14,2,0,2,4001801,0,0,2,1,4001910,4001,3,0,1,12,122,10,10020
12316,152,Herrliberg,1,Zürich,10077,Bezirk Meilen,261960,1,261960,261950,3,1,261950,4,261801,0,0,2,1,261910,261,1,0,1,11,113,12,12035
12321,4106,Mönthal,19,Aargau,10023,Bezirk Brugg,0,3,0,0,14,3,0,3,0,0,0,5,1,0,0,0,0,3,23,236,12,12010
12323,6153,Monthey,23,Valais / Wallis,10013,District de Monthey,0,2,0,0,11,2,0,1,6153801,1,6153,1,2,6153901,6153,5,1,1,13,136,2,2040
12328,4277,Moosleerau,19,Aargau,10017,Bezirk Zofingen,0,3,0,0,14,3,0,3,0,0,0,0,1,0,0,0,0,3,32,326,10,10020
12329,5257,Morbio Inferiore,21,Ticino,10002,Distretto di Mendrisio,0,2,5250960,0,12,2,0,7,5250801,0,0,2,3,5250910,5250,4,0,1,12,123,14,14020
12331,5203,Morcote,21,Ticino,10003,Distretto di Lugano,5192960,2,5192960,0,12,2,0,7,5192810,0,0,4,3,5192910,5192,3,1,3,23,237,14,14010
12335,4279,Murgenthal,19,Aargau,10017,Bezirk Zofingen,0,2,0,0,14,2,0,3,0,0,0,0,1,0,0,0,0,3,32,326,10,10010
12354,4107,Mülligen,19,Aargau,10023,Bezirk Brugg,261960,2,261960,0,14,2,0,3,0,0,0,5,1,0,0,0,0,2,22,226,12,12010
12355,4255,Mumpf,19,Aargau,10018,Bezirk Rheinfelden,2701960,2,2701960,0,14,2,0,3,4260801,0,0,2,1,4260910,4260,5,0,1,13,137,8,8015
12357,4172,Münchwilen (AG),19,Aargau,10021,Bezirk Laufenburg,2701960,2,2701960,0,14,2,0,3,4260801,0,0,2,1,4260910,4260,5,0,1,13,136,8,8015
12358,4235,Mühlau,19,Aargau,10019,Bezirk Muri,0,3,1711960,0,14,3,0,3,0,0,0,5,1,0,0,0,0,3,23,236,11,11060
12361,2274,Muntelier,10,Fribourg / Freiburg,10103,Bezirk See / District du Lac,351960,2,351960,0,13,2,0,2,0,0,0,6,1,0,92275,0,0,1,13,136,6,6011
12362,1367,Muotathal,5,Schwyz,10068,Bezirk Schwyz,0,3,0,0,4,3,0,6,0,0,0,0,1,0,0,0,1,2,31,316,11,11080
12367,4203,Möriken-Wildegg,19,Aargau,10020,Bezirk Lenzburg,0,2,0,0,14,2,0,3,4201801,0,0,2,1,4201910,4201,5,0,1,13,136,10,10020
12369,2143,Morlon,10,Fribourg / Freiburg,10105,District de la Gruyère,0,2,0,0,13,2,0,2,2125801,0,0,2,2,2125910,2125,5,1,1,13,137,4,4020
12371,1366,Morschach,5,Schwyz,10068,Bezirk Schwyz,0,2,0,0,4,2,0,6,0,0,0,0,1,0,0,0,1,3,32,327,11,11080
12380,4009,Muhen,19,Aargau,10026,Bezirk Aarau,0,2,4001960,0,14,2,0,3,4001801,0,0,2,1,4001910,4001,3,0,1,12,123,10,10020
12384,4033,Mellingen,19,Aargau,10025,Bezirk Baden,261960,2,261960,0,14,2,0,3,0,0,0,5,1,0,0,0,0,2,21,217,12,12010
12385,2620,Meltingen,11,Solothurn,10094,Bezirk Thierstein,2701960,3,2701960,0,14,3,0,2,2701810,0,0,4,1,2701910,2701,1,1,2,22,227,8,8011
12388,5198,Melide,21,Ticino,10003,Distretto di Lugano,5192960,2,5192960,0,12,2,0,7,5192810,0,0,4,3,5192910,5192,3,1,2,22,227,14,14010
12389,1704,Menzingen,9,Zug,10108,Kanton Zug,1711960,3,1711960,0,3,3,0,6,1711810,0,0,4,1,1711910,1711,3,1,2,22,227,11,11060
12393,5117,Mergoscia,21,Ticino,10004,Distretto di Locarno,0,3,0,0,12,3,0,7,5113810,0,0,4,3,5113910,5113,4,1,3,23,237,13,13020
12395,2936,Merishausen,14,Schaffhausen,10089,Bezirk Schaffhausen,0,3,0,0,2,3,0,5,2939810,0,0,4,1,2939910,2939,4,0,3,23,237,12,12020
12404,4314,Mellikon,19,Aargau,10016,Bezirk Zurzach,261960,3,261960,0,14,3,0,3,0,0,0,5,1,0,0,0,0,3,23,236,12,12010
12408,156,Meilen,1,Zürich,10077,Bezirk Meilen,261960,2,261960,0,3,2,0,4,261801,1,156,2,1,261910,261,1,0,1,11,113,12,12035
12409,6629,Meinier,25,Genève,10187,Canton de Genève,6621960,2,6621960,0,10,2,0,1,6621801,0,0,2,2,6621910,6621,1,0,1,11,113,1,1015
12411,4202,Meisterschwanden,19,Aargau,10020,Bezirk Lenzburg,0,2,0,0,14,2,0,3,0,0,0,0,1,0,0,0,0,3,32,327,10,10020
12427,196,Mönchaltorf,1,Zürich,10075,Bezirk Uster,261960,2,261960,0,3,2,0,4,261810,0,0,4,1,261910,261,1,0,2,22,226,12,12036
12429,4254,Möhlin,19,Aargau,10018,Bezirk Rheinfelden,2701960,2,2701960,0,14,2,0,3,2701801,1,4254,3,1,2701910,2701,1,0,1,11,113,8,8015
12430,6630,Meyrin,25,Genève,10187,Canton de Genève,6621960,1,6621960,6621950,10,1,6621950,1,6621801,1,6630,2,2,6621910,6621,1,0,1,11,112,1,1011
12433,9,Mettmenstetten,1,Zürich,10053,Bezirk Affoltern,261960,3,261960,0,3,3,0,4,261810,0,0,4,1,261910,261,1,0,2,22,226,11,11060
12436,5118,Minusio,21,Ticino,10004,Distretto di Locarno,0,2,0,0,12,2,0,7,5113801,0,0,2,3,5113910,5113,4,1,1,12,123,13,13020
12437,2271,Meyriez,10,Fribourg / Freiburg,10103,Bezirk See / District du Lac,351960,2,351960,0,13,2,0,2,0,0,0,6,1,0,92275,0,0,1,13,137,6,6011
12438,4236,Muri (AG),19,Aargau,10019,Bezirk Muri,0,2,0,0,14,2,0,3,0,0,0,0,1,0,0,0,0,2,31,317,11,11060
12442,5199,Mezzovico-Vira,21,Ticino,10003,Distretto di Lugano,5192960,2,5192960,0,12,2,0,7,5192810,0,0,4,3,5192910,5192,3,1,2,22,226,14,14010
12446,4237,Oberrüti,19,Aargau,10019,Bezirk Muri,1711960,3,1711960,0,14,3,0,3,1711810,0,0,4,1,1711910,1711,3,0,3,23,236,11,11060
12447,93,Oberweningen,1,Zürich,10080,Bezirk Dielsdorf,261960,2,261960,0,3,2,0,4,261810,0,0,4,1,261910,261,1,0,2,22,227,12,12032
12452,4073,Oberlunkhofen,19,Aargau,10024,Bezirk Bremgarten,261960,2,261960,0,14,2,0,3,261810,0,0,4,1,261910,261,1,0,2,22,227,12,12031
12453,4037,Oberrohrdorf,19,Aargau,10025,Bezirk Baden,261960,2,261960,0,14,2,0,3,0,0,0,6,1,0,94035,0,0,1,13,137,12,12010
12454,4140,Oberkulm,19,Aargau,10022,Bezirk Kulm,0,2,0,0,14,2,0,3,0,0,0,0,1,0,0,0,0,3,32,326,10,10020
12456,4038,Obersiggenthal,19,Aargau,10025,Bezirk Baden,261960,2,261960,0,14,2,0,3,4021801,0,0,2,1,4021910,4021,3,0,1,12,123,12,12010
12461,137,Oberrieden,1,Zürich,10078,Bezirk Horgen,261960,1,261960,261950,3,1,261950,4,261801,0,0,2,1,261910,261,1,0,1,11,113,12,12034
12462,2497,Obergösgen,11,Solothurn,10084,Bezirk Gösgen,0,2,0,0,14,2,0,2,2581801,0,0,2,1,2581910,2581,3,0,1,12,123,10,10020
12463,5120,Muralto,21,Ticino,10004,Distretto di Locarno,0,2,0,0,12,2,0,7,5113801,0,0,2,3,5113910,5113,4,1,1,12,122,13,13020
12464,6112,Oberems,23,Valais / Wallis,10030,Bezirk Leuk,0,3,0,0,11,3,0,1,0,0,0,0,1,0,0,0,1,3,33,335,7,7060
12465,4010,Oberentfelden,19,Aargau,10026,Bezirk Aarau,0,2,4001960,0,14,2,0,3,4001801,0,0,2,1,4001910,4001,3,0,1,12,123,10,10020
12468,4256,Obermumpf,19,Aargau,10018,Bezirk Rheinfelden,2701960,2,2701960,0,14,2,0,3,2701810,0,0,4,1,2701910,2701,1,0,3,23,237,8,8015
12469,92,Oberglatt,1,Zürich,10080,Bezirk Dielsdorf,261960,2,261960,0,3,2,0,4,261801,0,0,3,1,261910,261,1,0,1,11,113,12,12032
12471,2972,Oberhallau,14,Schaffhausen,10086,Bezirk Unterklettgau,0,3,0,0,2,3,0,5,0,0,0,5,1,0,0,0,0,3,23,235,12,12020
12472,4173,Oberhof,19,Aargau,10021,Bezirk Laufenburg,0,3,4001960,0,14,3,0,3,0,0,0,5,1,0,0,0,1,3,23,235,10,10020
12475,1368,Oberiberg,5,Schwyz,10068,Bezirk Schwyz,0,3,0,0,4,3,0,6,0,0,0,0,1,0,0,0,1,3,32,327,11,11080
12483,66,Opfikon,1,Zürich,10081,Bezirk Bülach,261960,1,261960,261950,3,1,261950,4,261801,1,66,2,1,261910,261,1,0,1,11,112,12,12032
12484,6631,Onex,25,Genève,10187,Canton de Genève,6621960,1,6621960,6621950,10,1,6621950,1,6621801,1,6631,2,2,6621910,6621,1,0,1,11,113,1,1011
12486,2581,Olten,11,Solothurn,10111,Bezirk Olten,0,2,0,0,14,2,0,2,2581801,1,2581,1,1,2581901,2581,3,0,1,12,121,10,10020
12488,5208,Origlio,21,Ticino,10003,Distretto di Lugano,5192960,2,5192960,0,12,2,0,7,5192810,0,0,4,3,5192910,5192,3,1,2,21,217,14,14010
12494,4280,Oftringen,19,Aargau,10017,Bezirk Zofingen,0,2,0,0,14,2,0,3,2581801,1,4280,2,1,2581910,2581,3,0,1,12,123,10,10020
12497,10,Obfelden,1,Zürich,10053,Bezirk Affoltern,261960,2,261960,0,3,2,0,4,261810,0,0,4,1,261910,261,1,0,2,21,217,12,12031
12501,157,Oetwil am See,1,Zürich,10077,Bezirk Meilen,261960,2,261960,0,3,2,0,4,261810,0,0,4,1,261910,261,1,0,2,21,216,12,12037
12502,2553,Oberdorf (SO),11,Solothurn,10097,Bezirk Lebern,0,2,0,0,14,2,0,2,2601801,0,0,2,1,2601910,2601,4,1,1,12,123,5,5060
12508,4257,Olsberg,19,Aargau,10018,Bezirk Rheinfelden,2701960,3,2701960,0,14,3,0,3,2701810,0,0,4,1,2701910,2701,1,0,3,23,237,8,8015
12509,4175,Oeschgen,19,Aargau,10021,Bezirk Laufenburg,0,2,0,0,14,2,0,3,0,0,0,6,1,0,94163,0,0,1,13,137,8,8015
12511,6198,Niedergesteln,23,Valais / Wallis,10125,Bezirk Raron,0,3,0,0,11,3,0,1,6002810,0,0,4,1,6002910,6002,5,1,2,22,227,7,7060
12514,4034,Neuenhof,19,Aargau,10025,Bezirk Baden,261960,2,261960,0,14,2,0,3,4021801,0,0,2,1,4021910,4021,3,0,1,12,123,12,12010
12517,1705,Neuheim,9,Zug,10108,Kanton Zug,1711960,3,1711960,0,3,3,0,6,1711810,0,0,4,1,1711910,1711,3,0,2,22,226,11,11060
12518,6024,Nendaz,23,Valais / Wallis,10034,District de Conthey,0,2,0,0,11,2,0,1,6266810,0,0,4,2,6266910,6266,4,1,2,22,227,7,7030
12519,2904,Neunkirch,14,Schaffhausen,10091,Bezirk Oberklettgau,0,3,0,0,2,3,0,5,2939810,0,0,4,1,2939910,2939,4,0,2,22,226,12,12020
12521,2211,Neyruz (FR),10,Fribourg / Freiburg,10104,District de la Sarine,0,2,2196960,0,13,2,0,2,2196810,0,0,4,2,2196910,2196,4,0,2,22,227,4,4030
12524,65,Oberembrach,1,Zürich,10081,Bezirk Bülach,261960,2,261960,0,3,3,0,4,261810,0,0,4,1,261910,261,1,0,3,23,235,12,12032
12525,2937,Neuhausen am Rheinfall,14,Schaffhausen,10089,Bezirk Schaffhausen,0,2,261960,0,2,2,0,5,2939801,1,2937,2,1,2939910,2939,4,0,1,12,122,12,12020
12531,5205,Muzzano,21,Ticino,10003,Distretto di Lugano,5192960,2,5192960,0,12,2,0,7,5192801,0,0,2,3,5192910,5192,3,1,1,12,122,14,14010
12534,89,Niederglatt,1,Zürich,10080,Bezirk Dielsdorf,261960,2,261960,0,3,2,0,4,261801,0,0,3,1,261910,261,1,0,1,11,113,12,12032
12537,88,Neerach,1,Zürich,10080,Bezirk Dielsdorf,261960,2,261960,0,3,2,0,4,261810,0,0,4,1,261910,261,1,0,2,22,227,12,12032
12539,5206,Neggio,21,Ticino,10003,Distretto di Lugano,5192960,2,5192960,0,12,2,0,7,5192801,0,0,2,3,5192910,5192,3,1,1,12,123,14,14010
12544,5260,Novazzano,21,Ticino,10002,Distretto di Mendrisio,0,2,5250960,0,12,2,0,7,5250801,0,0,2,3,5250910,5250,4,0,1,12,122,14,14020
12545,2478,Nuglar-St. Pantaleon,11,Solothurn,10099,Bezirk Dorneck,2701960,3,2701960,0,14,3,0,2,2701810,0,0,4,1,2701910,2701,1,0,3,23,237,8,8014
12546,2621,Nunningen,11,Solothurn,10094,Bezirk Thierstein,2701960,3,2701960,0,14,3,0,2,2701810,0,0,4,1,2701910,2701,1,0,2,22,226,8,8011
12549,2035,Nuvilly,10,Fribourg / Freiburg,10107,District de la Broye,0,3,0,0,13,3,0,2,0,0,0,0,2,0,0,0,0,3,32,327,4,4010
12551,1706,Oberägeri,9,Zug,10108,Kanton Zug,1711960,2,1711960,0,3,2,0,6,1711801,0,0,3,1,1711910,1711,3,1,1,12,123,11,11060
12556,1508,Oberdorf (NW),7,Nidwalden,10110,Kanton Nidwalden,1061960,2,1061960,0,4,2,0,6,0,0,0,6,1,0,91509,0,1,1,13,136,11,11050
12559,2495,Niedergösgen,11,Solothurn,10084,Bezirk Gösgen,0,2,4001960,0,14,2,0,2,4001801,0,0,2,1,4001910,4001,3,0,1,12,123,10,10020
12560,90,Niederhasli,1,Zürich,10080,Bezirk Dielsdorf,261960,2,261960,0,3,2,0,4,261801,0,0,3,1,261910,261,1,0,1,11,113,12,12032
12561,4204,Niederlenz,19,Aargau,10020,Bezirk Lenzburg,0,2,0,0,14,2,0,3,4201801,0,0,2,1,4201910,4201,5,0,1,13,136,10,10020
12565,4035,Niederrohrdorf,19,Aargau,10025,Bezirk Baden,261960,2,261960,0,14,2,0,3,0,0,0,6,1,0,94035,0,0,1,13,137,12,12010
12568,91,Niederweningen,1,Zürich,10080,Bezirk Dielsdorf,261960,2,261960,0,3,2,0,4,261810,0,0,4,1,261910,261,1,0,2,22,226,12,12032
12569,4072,Niederwil (AG),19,Aargau,10024,Bezirk Bremgarten,261960,2,261960,0,14,2,0,3,0,0,0,5,1,0,0,0,0,2,22,226,12,12010
12574,2149,La Roche,10,Fribourg / Freiburg,10105,District de la Gruyère,0,3,2196960,0,13,3,0,2,0,0,0,0,2,0,0,0,1,3,32,326,4,4020
12575,6627,Laconnex,25,Genève,10187,Canton de Genève,6621960,2,6621960,0,10,2,0,1,6621810,0,0,4,2,6621910,6621,1,0,3,23,237,1,1011
12592,154,Küsnacht (ZH),1,Zürich,10077,Bezirk Meilen,261960,1,261960,261950,3,1,261950,4,261801,1,154,2,1,261910,261,1,0,1,11,113,12,12035
12594,4008,Küttigen,19,Aargau,10026,Bezirk Aarau,0,1,4001960,4001950,14,2,0,3,4001801,0,0,2,1,4001910,4001,3,0,1,12,123,10,10020
12598,6286,Lalden,23,Valais / Wallis,10180,Bezirk Visp,0,2,0,0,11,2,0,1,6002801,0,0,2,1,6002910,6002,5,1,1,13,136,7,7080
12606,6623,Le Grand-Saconnex,25,Genève,10187,Canton de Genève,6621960,1,6621960,6621950,10,1,6621950,1,6621801,1,6623,2,2,6621910,6621,1,0,1,11,112,1,1013
12607,1344,Lachen,5,Schwyz,10096,Bezirk March,261960,2,261960,0,3,2,0,6,1344801,1,1344,1,1,1344901,1344,5,0,1,13,137,12,12050
12609,6061,Lax,23,Valais / Wallis,10032,Bezirk Goms,0,3,0,0,11,3,0,1,0,0,0,0,1,0,0,0,1,3,33,338,7,7090
12611,2067,Le Châtelard,10,Fribourg / Freiburg,10106,District de la Glâne,0,3,0,0,13,3,0,2,0,0,0,0,2,0,0,0,1,3,32,325,4,4020
12618,2145,Le Pâquier (FR),10,Fribourg / Freiburg,10105,District de la Gruyère,0,2,0,0,13,2,0,2,2125810,0,0,4,2,2125910,2125,5,1,3,23,236,4,4020
