HistoricalCode,BfsCode,Name,CantonId,Canton,DistrictId,District,FUA2014,DEGURB2021,FUA2021,GCITIES2021,STREG2022,DEGURB2011,GCITIES2011,REGCH,AGKG2020,STADTE2020,STGD2020,RSC2020,SPRGEB2020,AGKSA2020,AGGL2020,AGGLGK2020,MONT2019,STALAN2020,GDETYP2020_9,GDETYP2020_25,GBAE2018,BAE2018
14617,5564,Novalles,22,Vaud,10276,District du Jura-Nord vaudois,0,3,0,0,9,3,0,1,0,0,0,5,2,0,0,0,1,3,23,235,2,2030
14618,5843,Rougemont,22,Vaud,10282,District de la Riviera-Pays-d'Enhaut,0,3,0,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,33,338,9,9010
14619,5534,Rueyres,22,Vaud,10275,District du Gros-de-Vaud,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,0,2,22,226,2,2023
14620,5408,Noville,22,Vaud,10273,District d'Aigle,0,2,5586960,0,9,3,0,1,0,0,0,6,2,0,95414,0,1,1,13,136,2,2050
14621,5755,Lignerolle,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,32,325,2,2030
14622,5638,Lonay,22,Vaud,10279,District de Morges,5586960,1,5586960,5586950,9,2,0,1,5586801,0,0,2,2,5586910,5586,2,0,1,11,112,2,2022
14623,5674,Lovatens,22,Vaud,10274,District de la Broye-Vully,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,325,4,4010
14624,5429,Longirod,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,3,0,1,6621810,0,0,4,2,6621910,6621,1,1,3,23,235,1,1014
14625,5407,Leysin,22,Vaud,10273,District d'Aigle,0,3,0,0,9,3,0,1,0,0,0,0,2,0,0,0,1,2,31,314,2,2060
14627,5750,Les Clées,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,327,2,2030
14631,5430,Marchissy,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,3,0,1,6621810,0,0,4,2,6621910,6621,1,1,3,23,235,1,1014
14633,5562,Mauborget,22,Vaud,10276,District du Jura-Nord vaudois,0,3,0,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,32,325,2,2030
14634,5919,Mathod,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,0,3,23,235,2,2030
14636,5639,Lully (VD),22,Vaud,10279,District de Morges,5586960,2,5586960,0,9,2,0,1,5586801,0,0,2,2,5586910,5586,2,0,1,11,113,2,2022
14637,5640,Lussy-sur-Morges,22,Vaud,10279,District de Morges,5586960,2,5586960,0,9,2,0,1,5586810,0,0,4,2,5586910,5586,2,0,2,22,227,2,2022
14638,5858,Luins,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,3,0,1,6621810,0,0,4,2,6621910,6621,1,0,2,22,227,1,1014
14639,5731,Le Vaud,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,3,0,1,6621810,0,0,4,2,6621910,6621,1,0,2,22,227,1,1014
14640,5606,Lutry,22,Vaud,10278,District de Lavaux-Oron,5586960,1,5586960,5586950,9,1,5586950,1,5586801,0,0,2,2,5586910,5586,2,0,1,11,113,2,2024
14642,5885,Jongny,22,Vaud,10282,District de la Riviera-Pays-d'Enhaut,5586960,2,5586960,0,9,2,0,1,5890801,0,0,2,2,5890910,5890,4,0,1,12,123,2,2050
14643,5754,Juriens,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,32,325,2,2010
14644,5585,Jouxtens-Mézery,22,Vaud,10277,District de Lausanne,5586960,2,5586960,0,9,2,0,1,5586801,0,0,2,2,5586910,5586,2,0,1,11,113,2,2023
14645,5406,Lavey-Morcles,22,Vaud,10273,District d'Aigle,0,2,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,1,2,31,317,2,2040
14646,5872,Le Chenit,22,Vaud,10276,District du Jura-Nord vaudois,0,3,0,0,9,3,0,1,0,0,0,0,2,0,0,0,1,2,31,316,2,2010
14647,5587,Le Mont-sur-Lausanne,22,Vaud,10277,District de Lausanne,5586960,1,5586960,5586950,9,1,5586950,1,5586801,1,5587,2,2,5586910,5586,2,0,1,11,112,2,2023
14648,5873,Le Lieu,22,Vaud,10276,District du Jura-Nord vaudois,0,3,0,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,33,338,2,2010
14649,5586,Lausanne,22,Vaud,10277,District de Lausanne,5586960,1,5586960,5586950,9,1,5586950,1,5586801,1,5586,1,2,5586901,5586,2,0,1,11,111,2,2024
14650,5637,Lavigny,22,Vaud,10279,District de Morges,5586960,2,5586960,0,9,2,0,1,0,0,0,5,2,0,0,0,0,2,22,227,2,2021
14651,5474,La Chaux (Cossonay),22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,237,2,2022
14652,5486,L'Isle,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,327,2,2022
14653,5741,L'Abergement,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,1,3,23,235,2,2030
14654,5871,L'Abbaye,22,Vaud,10276,District du Jura-Nord vaudois,0,3,0,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,33,338,2,2010
14655,5758,La Praz,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,32,325,2,2022
14656,5889,La Tour-de-Peilz,22,Vaud,10282,District de la Riviera-Pays-d'Enhaut,5586960,1,5586960,5886950,9,2,0,1,5890801,1,5889,2,2,5890910,5890,4,1,1,12,123,2,2050
14657,5498,La Sarraz,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,2,22,227,2,2022
14658,5726,La Rippe,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621810,0,0,4,2,6621910,6621,1,1,3,23,237,1,1014
14659,5724,Nyon,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621801,1,5724,3,2,6621910,6621,1,0,1,11,112,1,1014
14661,5563,Mutrux,22,Vaud,10276,District du Jura-Nord vaudois,0,3,0,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,32,325,2,2030
14663,5409,Ollon,22,Vaud,10273,District d'Aigle,0,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,1,2,31,314,2,2060
14665,5680,Ogens,22,Vaud,10275,District du Gros-de-Vaud,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,0,3,23,236,2,2023
14666,5923,Oppens,22,Vaud,10275,District du Gros-de-Vaud,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,0,3,23,235,2,2030
14668,5493,Orny,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,325,2,2022
14669,5411,Ormont-Dessus,22,Vaud,10273,District d'Aigle,0,3,0,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,33,334,2,2060
14670,5410,Ormont-Dessous,22,Vaud,10273,District d'Aigle,0,3,0,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,33,338,2,2060
14671,5924,Orges,22,Vaud,10276,District du Jura-Nord vaudois,0,3,0,0,9,3,0,1,5938810,0,0,4,2,5938910,5938,5,0,3,23,236,2,2030
14672,5565,Onnens (VD),22,Vaud,10276,District du Jura-Nord vaudois,0,3,0,0,9,3,0,1,0,0,0,5,2,0,0,0,0,3,23,237,2,2030
14673,5757,Orbe,22,Vaud,10276,District du Jura-Nord vaudois,5586960,2,5586960,0,9,2,0,1,0,0,0,5,2,0,0,0,0,2,21,216,2,2030
14676,5489,Mex (VD),22,Vaud,10275,District du Gros-de-Vaud,5586960,2,5586960,0,9,2,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,236,2,2022
14678,5921,Molondin,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,0,3,23,237,2,2030
14679,5431,Mollens (VD),22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,32,325,2,2021
14680,5723,Mies,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621801,0,0,3,2,6621910,6621,1,0,1,11,113,1,1013
14681,5490,Moiry,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,325,2,2022
14682,5821,Missy,22,Vaud,10274,District de la Broye-Vully,0,3,0,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,325,4,4010
14683,5488,Mauraz,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,0,3,23,235,2,2022
14685,5678,Moudon,22,Vaud,10274,District de la Broye-Vully,5586960,2,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,2,21,217,2,2024
14686,5491,Mont-la-Ville,22,Vaud,10279,District de Morges,0,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,32,325,2,2022
14687,5527,Morrens (VD),22,Vaud,10275,District du Gros-de-Vaud,5586960,2,5586960,0,9,2,0,1,5586810,0,0,4,2,5586910,5586,2,0,2,22,227,2,2023
14689,5756,Montcherand,22,Vaud,10276,District du Jura-Nord vaudois,5586960,2,5586960,0,9,2,0,1,0,0,0,5,2,0,0,0,0,3,23,236,2,2030
14690,5642,Morges,22,Vaud,10279,District de Morges,5586960,1,5586960,5586950,9,2,0,1,5586801,1,5642,2,2,5586910,5586,2,0,1,11,112,2,2022
14691,5922,Montagny-près-Yverdon,22,Vaud,10276,District du Jura-Nord vaudois,0,2,0,0,9,2,0,1,5938801,0,0,2,2,5938910,5938,5,0,1,13,137,2,2030
14694,5859,Mont-sur-Rolle,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,0,0,0,5,2,0,0,0,0,2,21,217,2,2021
14695,5492,Montricher,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,32,327,2,2022
14697,5792,Montpreveyres,22,Vaud,10278,District de Lavaux-Oron,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,237,2,2024
14698,5673,Hermenches,22,Vaud,10274,District de la Broye-Vully,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,235,2,2024
14699,5914,Ependes (VD),22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,0,3,23,237,2,2030
14701,5584,Epalinges,22,Vaud,10277,District de Lausanne,5586960,1,5586960,5586950,9,1,5586950,1,5586801,0,0,2,2,5586910,5586,2,0,1,11,113,2,2024
14702,5521,Etagnières,22,Vaud,10275,District du Gros-de-Vaud,5586960,2,5586960,0,9,2,0,1,5586810,0,0,4,2,5586910,5586,2,0,2,22,227,2,2023
14703,5636,Etoy,22,Vaud,10279,District de Morges,5586960,2,5586960,0,9,2,0,1,0,0,0,5,2,0,0,0,0,2,21,217,2,2021
14704,5856,Essertines-sur-Rolle,22,Vaud,10280,District de Nyon,6621960,3,6621960,0,9,3,0,1,0,0,0,5,2,0,0,0,0,3,23,235,2,2021
14706,5716,Eysins,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621801,0,0,3,2,6621910,6621,1,0,1,11,112,1,1014
14707,5819,Henniez,22,Vaud,10274,District de la Broye-Vully,0,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,326,4,4010
14708,5520,Essertines-sur-Yverdon,22,Vaud,10275,District du Gros-de-Vaud,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,0,3,23,237,2,2030
14711,5715,Duillier,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621810,0,0,4,2,6621910,6621,1,0,3,23,236,1,1014
14712,5855,Dully,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621810,0,0,4,2,6621910,6621,1,0,2,22,227,1,1014
14715,5671,Dompierre (VD),22,Vaud,10274,District de la Broye-Vully,0,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,325,4,4010
14716,5482,Eclépens,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,2,22,226,2,2030
14717,5518,Echallens,22,Vaud,10275,District du Gros-de-Vaud,5586960,2,5586960,0,9,2,0,1,5586810,0,0,4,2,5586910,5586,2,0,2,21,217,2,2023
14718,5633,Echandens,22,Vaud,10279,District de Morges,5586960,1,5586960,5586950,9,2,0,1,5586801,0,0,2,2,5586910,5586,2,0,1,11,112,2,2022
14721,5635,Ecublens (VD),22,Vaud,10281,District de l'Ouest lausannois,5586960,1,5586960,5586950,9,1,5586950,1,5586801,1,5635,2,2,5586910,5586,2,0,1,11,112,2,2022
14725,5561,Grandson,22,Vaud,10276,District du Jura-Nord vaudois,0,2,0,0,9,2,0,1,5938810,0,0,4,2,5938910,5938,5,0,2,22,227,2,2030
14726,5718,Genolier,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621810,0,0,4,2,6621910,6621,1,0,2,22,227,1,1014
14728,5722,Grens,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621810,0,0,4,2,6621910,6621,1,0,2,22,226,1,1014
14729,5817,Grandcour,22,Vaud,10274,District de la Broye-Vully,0,3,0,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,326,4,4010
14730,5428,Gimel,22,Vaud,10279,District de Morges,0,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,1,2,22,227,2,2021
14731,5719,Gingins,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621810,0,0,4,2,6621910,6621,1,1,2,22,226,1,1014
14732,5560,Grandevent,22,Vaud,10276,District du Jura-Nord vaudois,0,3,0,0,9,3,0,1,0,0,0,5,2,0,0,0,1,3,23,235,2,2030
14733,5721,Gland,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621801,1,5721,3,2,6621910,6621,1,0,1,11,112,1,1014
14734,5484,Gollion,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,237,2,2022
14735,5720,Givrins,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621810,0,0,4,2,6621910,6621,1,0,2,22,227,1,1014
14736,5485,Grancy,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,236,2,2022
14739,5857,Gilly,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621810,0,0,4,2,6621910,6621,1,0,2,22,227,1,1014
14741,5559,Giez,22,Vaud,10276,District du Jura-Nord vaudois,0,3,0,0,9,3,0,1,0,0,0,5,2,0,0,0,0,3,23,236,2,2030
14742,5556,Fiez,22,Vaud,10276,District du Jura-Nord vaudois,0,3,0,0,9,3,0,1,0,0,0,5,2,0,0,0,1,3,23,237,2,2030
14743,5427,Féchy,22,Vaud,10279,District de Morges,5586960,2,5586960,0,9,2,0,1,0,0,0,5,2,0,0,0,0,3,23,237,2,2021
14744,5522,Fey,22,Vaud,10275,District du Gros-de-Vaud,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,236,2,2023
14746,5483,Ferreyres,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,237,2,2022
14747,5405,Gryon,22,Vaud,10273,District d'Aigle,0,3,0,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,33,338,2,2060
14748,5523,Froideville,22,Vaud,10275,District du Gros-de-Vaud,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,2,22,227,2,2023
14749,5458,Faoug,22,Vaud,10274,District de la Broye-Vully,351960,3,351960,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,327,4,4010
14750,5717,Founex,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621801,0,0,3,2,6621910,6621,1,0,1,11,113,1,1013
14751,5557,Fontaines-sur-Grandson,22,Vaud,10276,District du Jura-Nord vaudois,0,3,0,0,9,3,0,1,0,0,0,5,2,0,0,0,1,3,23,235,2,2030
14753,5604,Forel (Lavaux),22,Vaud,10278,District de Lavaux-Oron,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,236,2,2024
14755,5471,Bettens,22,Vaud,10275,District du Gros-de-Vaud,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,237,2,2023
14756,5903,Bioley-Magnoux,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,0,3,23,235,2,2030
14757,5425,Bière,22,Vaud,10279,District de Morges,0,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,32,327,2,2021
14759,5902,Belmont-sur-Yverdon,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,0,3,23,235,2,2030
14760,5581,Belmont-sur-Lausanne,22,Vaud,10278,District de Lavaux-Oron,5586960,1,5586960,5586950,9,1,5586950,1,5586801,0,0,2,2,5586910,5586,2,0,1,11,113,2,2024
14761,5704,Begnins,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621810,0,0,4,2,6621910,6621,1,0,2,22,227,1,1014
14763,5424,Berolle,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,1,3,23,235,2,2021
14764,5426,Bougy-Villars,22,Vaud,10279,District de Morges,6621960,2,6621960,0,9,2,0,1,0,0,0,5,2,0,0,0,0,3,23,237,2,2021
14765,5473,Boussens,22,Vaud,10275,District du Gros-de-Vaud,5586960,2,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,237,2,2023
14766,5472,Bournens,22,Vaud,10275,District du Gros-de-Vaud,5586960,2,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,235,2,2023
14767,5661,Boulens,22,Vaud,10275,District du Gros-de-Vaud,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,236,2,2023
14769,5748,Bretonnières,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,325,2,2010
14770,5622,Bremblens,22,Vaud,10279,District de Morges,5586960,2,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,236,2,2022
14771,5514,Bottens,22,Vaud,10275,District du Gros-de-Vaud,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,237,2,2023
14772,5515,Bretigny-sur-Morrens,22,Vaud,10275,District du Gros-de-Vaud,5586960,2,5586960,0,9,2,0,1,5586810,0,0,4,2,5586910,5586,2,0,2,22,227,2,2023
14773,5747,Bofflens,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,325,2,2030
14775,5706,Borex,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621810,0,0,4,2,6621910,6621,1,0,2,22,227,1,1014
14776,5705,Bogis-Bossey,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621801,0,0,3,2,6621910,6621,1,0,1,11,113,1,1013
14777,5551,Bonvillars,22,Vaud,10276,District du Jura-Nord vaudois,0,3,0,0,9,3,0,1,0,0,0,5,2,0,0,0,0,2,22,226,2,2030
14778,5743,Arnex-sur-Orbe,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,325,2,2030
14779,5701,Arnex-sur-Nyon,22,Vaud,10280,District de Nyon,6621960,3,6621960,0,9,3,0,1,6621810,0,0,4,2,6621910,6621,1,0,2,22,227,1,1014
14781,5621,Aclens,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,2,22,227,2,2022
14782,5851,Allaman,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,0,2,22,227,2,2021
14783,5742,Agiez,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,325,2,2030
14784,5423,Ballens,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,0,3,23,237,2,2022
14785,5744,Ballaigues,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,32,326,2,2010
14786,5746,Bavois,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,237,2,2030
14787,5745,Baulmes,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,1,3,23,236,2,2030
14788,5703,Bassins,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,3,0,1,6621810,0,0,4,2,6621910,6621,1,1,2,22,227,1,1014
14792,5785,Corcelles-le-Jorat,22,Vaud,10274,District de la Broye-Vully,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,235,2,2024
14793,5404,Corbeyrier,22,Vaud,10273,District d'Aigle,0,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,1,3,32,327,2,2060
14794,5712,Coppet,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621801,0,0,3,2,6621910,6621,1,0,1,11,113,1,1013
14798,5554,Concise,22,Vaud,10276,District du Jura-Nord vaudois,0,3,0,0,9,3,0,1,0,0,0,5,2,0,0,0,1,3,23,237,2,2030
14799,5711,Commugny,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621801,0,0,3,2,6621910,6621,1,0,1,11,113,1,1013
14802,5883,Corseaux,22,Vaud,10282,District de la Riviera-Pays-d'Enhaut,5586960,1,5586960,5886950,9,2,0,1,5890801,0,0,2,2,5890910,5890,4,1,1,12,123,2,2050
14804,5555,Corcelles-près-Concise,22,Vaud,10276,District du Jura-Nord vaudois,0,3,0,0,9,3,0,1,0,0,0,5,2,0,0,0,0,3,23,235,2,2030
14805,5816,Corcelles-près-Payerne,22,Vaud,10274,District de la Broye-Vully,0,2,0,0,9,2,0,1,0,0,0,6,2,0,95822,0,0,1,13,136,4,4010
14806,5601,Chexbres,22,Vaud,10278,District de Lavaux-Oron,5586960,2,5586960,0,9,2,0,1,5586810,0,0,4,2,5586910,5586,2,0,2,21,217,2,2050
14807,5813,Chevroux,22,Vaud,10274,District de la Broye-Vully,0,3,0,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,327,4,4010
14808,5403,Chessel,22,Vaud,10273,District d'Aigle,0,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,1,2,22,227,2,2050
14809,5709,Chéserex,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621810,0,0,4,2,6621910,6621,1,0,2,22,227,1,1014
14810,5582,Cheseaux-sur-Lausanne,22,Vaud,10277,District de Lausanne,5586960,2,5586960,0,9,2,0,1,5586810,0,0,4,2,5586910,5586,2,0,2,21,217,2,2023
14811,5909,Cheseaux-Noréaz,22,Vaud,10276,District du Jura-Nord vaudois,0,2,5586960,0,9,2,0,1,5938801,0,0,2,2,5938910,5938,5,0,1,13,137,2,2030
14814,5476,Chevilly,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,235,2,2022
14815,5628,Chigny,22,Vaud,10279,District de Morges,5586960,2,5586960,0,9,2,0,1,5586801,0,0,2,2,5586910,5586,2,0,1,11,113,2,2022
14816,5629,Clarmont,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,235,2,2022
14817,5710,Coinsins,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,3,0,1,6621810,0,0,4,2,6621910,6621,1,0,3,23,236,1,1014
14819,5480,Daillens,22,Vaud,10275,District du Gros-de-Vaud,5586960,2,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,237,2,2023
14820,5912,Démoret,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,5,2,0,0,0,0,3,23,235,2,2030
14821,5669,Curtilles,22,Vaud,10274,District de la Broye-Vully,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,325,2,2024
14822,5632,Denges,22,Vaud,10279,District de Morges,5586960,1,5586960,5586950,9,2,0,1,5586801,0,0,2,2,5586910,5586,2,0,1,11,112,2,2022
14824,5631,Denens,22,Vaud,10279,District de Morges,5586960,2,5586960,0,9,2,0,1,5586810,0,0,4,2,5586910,5586,2,0,2,22,227,2,2022
14825,5516,Cugy (VD),22,Vaud,10275,District du Gros-de-Vaud,5586960,2,5586960,0,9,2,0,1,5586801,0,0,2,2,5586910,5586,2,0,1,11,113,2,2023
14828,5477,Cossonay,22,Vaud,10279,District de Morges,5586960,2,5586960,0,9,2,0,1,5586810,0,0,4,2,5586910,5586,2,0,2,22,227,2,2023
14829,5911,Cuarny,22,Vaud,10276,District du Jura-Nord vaudois,0,3,5586960,0,9,3,0,1,5938810,0,0,4,2,5938910,5938,5,0,3,23,235,2,2030
14830,5479,Cuarnens,22,Vaud,10279,District de Morges,5586960,3,5586960,0,9,3,0,1,5586810,0,0,4,2,5586910,5586,2,0,3,23,235,2,2022
14831,5752,Croy,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,0,0,0,0,2,0,0,0,0,3,32,327,2,2010
14832,5583,Crissier,22,Vaud,10281,District de l'Ouest lausannois,5586960,1,5586960,5586950,9,1,5586950,1,5586801,1,5583,2,2,5586910,5586,2,0,1,11,112,2,2022
14833,5884,Corsier-sur-Vevey,22,Vaud,10282,District de la Riviera-Pays-d'Enhaut,5586960,1,5586960,5886950,9,2,0,1,5890801,0,0,2,2,5890910,5890,4,1,1,12,122,2,2050
14835,5714,Crassier,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621810,0,0,4,2,6621910,6621,1,0,2,22,226,1,1014
14836,5910,Cronay,22,Vaud,10276,District du Jura-Nord vaudois,5586960,3,5586960,0,9,3,0,1,5938810,0,0,4,2,5938910,5938,5,0,3,23,235,2,2030
14837,5852,Bursinel,22,Vaud,10280,District de Nyon,6621960,3,6621960,0,9,3,0,1,6621810,0,0,4,2,6621910,6621,1,0,2,22,227,1,1014
14840,5853,Bursins,22,Vaud,10280,District de Nyon,6621960,2,6621960,0,9,2,0,1,6621810,0,0,4,2,6621910,6621,1,0,2,22,227,1,1014
