date,sujet,nom,scenario,vrai_oui_pct,erreur_max_pts,hors_cadre,avance_err_1pt,avance_err_0_5pt,erreur_a_10pct,erreur_a_25pct,erreur_a_50pct,biais_a_10pct,biais_a_25pct,biais_a_50pct,avance_levier_sous_seuil,nb_communes,nb_objets_acp
2019-02-10,6260,Initiative populaire «Stopper le mitage - pour un développement durabl,profil_haut_depouillement,36.339,13.906,24,0.9106,0.9693,8.041,7.694,4.726,8.041,7.694,4.726,0.0875,2115,39
2019-02-10,6260,Initiative populaire «Stopper le mitage - pour un développement durabl,realiste,36.339,2.04,0,0.0875,0.5031,0.949,0.711,0.489,-0.949,-0.711,-0.489,0.0044,2115,39
2019-02-10,6260,Initiative populaire «Stopper le mitage - pour un développement durabl,realiste_mediane,36.339,2.282,0,0.0992,0.5031,0.97,0.726,0.486,-0.97,-0.726,-0.486,0.0044,2115,39
2019-02-10,6260,Initiative populaire «Stopper le mitage - pour un développement durabl,realiste_depouillement,36.339,5.854,0,0.9106,0.9693,4.564,4.077,3.299,-4.564,-4.077,-3.299,0.0044,2115,39
2019-02-10,6260,Initiative populaire «Stopper le mitage - pour un développement durabl,realiste_enveloppe,36.339,7.135,0,0.3352,0.7318,1.615,1.091,0.77,-1.615,-1.091,-0.77,0.0044,2115,39
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,adversarial_bas,66.384,28.061,109,0.8826,0.9395,8.716,6.156,3.469,-8.716,-6.156,-3.469,0.0215,2115,40
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,adversarial_bas_mediane,66.384,28.061,109,0.8826,0.9395,8.716,6.156,3.469,-8.716,-6.156,-3.469,0.0215,2115,40
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,adversarial_bas_depouillement,66.384,23.981,143,0.9693,1.0,11.72,8.563,5.355,-11.72,-8.563,-5.355,0.0215,2115,40
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,adversarial_haut,66.384,27.219,114,0.8826,0.9395,8.574,4.719,3.269,8.574,4.719,3.269,0.044,2115,40
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,adversarial_haut_mediane,66.384,27.219,114,0.8826,0.9395,8.574,4.719,3.269,8.574,4.719,3.269,0.044,2115,40
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,adversarial_haut_depouillement,66.384,22.736,150,0.9395,0.9693,14.203,9.178,5.356,14.203,9.178,5.356,0.044,2115,40
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,profil_bas,66.384,125.844,46,0.0661,0.8554,0.508,0.895,0.116,0.508,-0.895,-0.116,0.0354,2115,40
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,profil_bas_mediane,66.384,125.844,46,0.0661,0.8554,0.508,0.895,0.116,0.508,-0.895,-0.116,0.0354,2115,40
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,profil_bas_depouillement,66.384,12.249,33,0.8554,0.9395,6.2,4.775,2.862,-6.2,-4.775,-2.862,0.0354,2115,40
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,profil_haut,66.384,80.01,22,0.4876,0.57,6.726,2.215,0.856,-6.726,-2.215,0.856,0.0726,2115,40
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,profil_haut_mediane,66.384,80.01,22,0.4876,0.57,6.726,2.215,0.856,-6.726,-2.215,0.856,0.0726,2115,40
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,profil_haut_depouillement,66.384,10.525,6,0.8554,0.9395,6.717,4.357,2.869,6.717,4.357,2.869,0.0726,2115,40
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,realiste,66.384,1.449,0,0.0111,0.1023,0.502,0.335,0.133,-0.502,-0.335,-0.133,0.0039,2115,40
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,realiste_mediane,66.384,1.496,0,0.0115,0.1056,0.509,0.339,0.142,-0.509,-0.339,-0.142,0.0039,2115,40
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,realiste_depouillement,66.384,0.625,0,0.002,0.2234,0.597,0.473,0.222,-0.597,-0.473,-0.222,0.0039,2115,40
2019-05-19,6270,Loi fédérale relative à la réforme fiscale et au financement de l'AVS ,realiste_enveloppe,66.384,5.222,0,0.1911,0.7789,1.38,0.811,0.596,-1.38,-0.811,-0.596,0.0039,2115,40
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,adversarial_bas,42.947,31.753,152,0.8036,0.8826,13.657,9.257,4.191,-13.657,-9.257,-4.191,0.0162,2115,42
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,adversarial_bas_mediane,42.947,31.753,152,0.8036,0.8826,13.657,9.257,4.191,-13.657,-9.257,-4.191,0.0162,2115,42
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,adversarial_bas_depouillement,42.947,31.098,180,0.9693,1.0,19.537,15.595,10.892,-19.537,-15.595,-10.892,0.0162,2115,42
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,adversarial_haut,42.947,126.762,37,0.5355,0.6458,6.577,3.09,1.261,6.577,3.09,1.261,0.1313,2115,42
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,adversarial_haut_mediane,42.947,126.762,37,0.5355,0.6458,6.577,3.09,1.261,6.577,3.09,1.261,0.1313,2115,42
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,adversarial_haut_depouillement,42.947,29.975,107,0.9693,1.0,23.911,18.983,10.892,23.911,18.983,10.892,0.1313,2115,42
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,profil_bas,42.947,18.112,41,0.57,0.6875,6.345,5.16,1.564,-6.345,-5.16,-1.564,0.0365,2115,42
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,profil_bas_mediane,42.947,18.112,41,0.57,0.6875,6.345,5.16,1.564,-6.345,-5.16,-1.564,0.0365,2115,42
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,profil_bas_depouillement,42.947,26.864,175,0.9693,1.0,16.157,13.436,9.43,-16.157,-13.436,-9.43,0.0365,2115,42
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,profil_haut,42.947,309.212,35,0.4726,0.57,5.492,4.021,0.877,-5.492,-4.021,-0.877,0.0726,2115,42
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,profil_haut_mediane,42.947,309.212,35,0.4726,0.57,5.492,4.021,0.877,-5.492,-4.021,-0.877,0.0726,2115,42
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,profil_haut_depouillement,42.947,30.199,112,0.9693,1.0,17.458,15.32,9.397,17.458,15.32,9.397,0.0726,2115,42
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,realiste,42.947,5.769,0,0.6458,0.8291,3.38,2.41,1.416,-3.38,-2.41,-1.416,0.0044,2115,42
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,realiste_mediane,42.947,5.709,0,0.6663,0.8291,3.428,2.403,1.466,-3.428,-2.403,-1.466,0.0044,2115,42
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,realiste_depouillement,42.947,8.723,0,0.9395,0.9693,7.866,7.208,5.744,-7.866,-7.208,-5.744,0.0044,2115,42
2020-02-09,6290,Initiative populaire «Davantage de logements abordables»,realiste_enveloppe,42.947,9.208,0,0.7789,0.8826,3.96,2.79,1.743,-3.96,-2.79,-1.743,0.0044,2115,42
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,adversarial_bas,38.295,23.717,43,0.755,0.9106,7.105,4.262,1.837,-7.105,-4.262,-1.837,0.0903,2115,44
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,adversarial_bas_mediane,38.295,23.717,43,0.755,0.9106,7.105,4.262,1.837,-7.105,-4.262,-1.837,0.0903,2115,44
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,adversarial_bas_depouillement,38.295,21.632,96,0.9693,1.0,18.075,14.274,9.182,-18.075,-14.274,-9.182,0.0903,2115,44
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,adversarial_haut,38.295,27.119,96,0.5355,0.626,6.761,3.295,1.101,6.761,3.295,1.101,0.0105,2115,44
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,adversarial_haut_mediane,38.295,27.119,96,0.5355,0.626,6.761,3.295,1.101,6.761,3.295,1.101,0.0105,2115,44
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,adversarial_haut_depouillement,38.295,40.359,175,0.9693,1.0,19.852,14.626,9.183,19.852,14.626,9.183,0.0105,2115,44
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,profil_bas,38.295,13.408,5,0.1023,0.8291,1.018,0.754,0.728,1.018,0.754,0.728,0.0167,2115,44
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,profil_bas_mediane,38.295,13.408,5,0.1023,0.8291,1.018,0.754,0.728,1.018,0.754,0.728,0.0167,2115,44
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,profil_bas_depouillement,38.295,39.802,169,0.9395,0.9693,17.907,12.908,8.083,17.907,12.908,8.083,0.0167,2115,44
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,profil_haut,38.295,19.973,7,0.3798,0.4043,1.123,1.436,0.122,-1.123,-1.436,-0.122,0.0583,2115,44
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,profil_haut_mediane,38.295,19.973,7,0.3798,0.4043,1.123,1.436,0.122,-1.123,-1.436,-0.122,0.0583,2115,44
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,profil_haut_depouillement,38.295,15.647,104,0.9693,1.0,12.836,11.943,8.023,-12.836,-11.943,-8.023,0.0583,2115,44
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,realiste,38.295,0.927,0,0.002,0.0051,0.165,0.114,0.093,0.165,0.114,0.093,0.0032,2115,44
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,realiste_mediane,38.295,0.977,0,0.002,0.0046,0.176,0.106,0.098,0.176,0.106,0.098,0.0032,2115,44
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,realiste_depouillement,38.295,7.03,0,0.9395,0.9693,6.263,5.481,4.166,6.263,5.481,4.166,0.0032,2115,44
2020-09-27,6310,Initiative populaire «Pour une immigration modérée (initiative de limi,realiste_enveloppe,38.295,4.334,0,0.0354,0.1442,0.687,0.351,0.257,0.687,0.351,0.257,0.0032,2115,44
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,adversarial_bas,50.731,55.188,97,0.5355,0.5881,7.772,4.402,1.13,-7.772,-4.402,-1.13,0.0332,2115,49
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,adversarial_bas_mediane,50.731,55.188,97,0.5355,0.5881,7.772,4.402,1.13,-7.772,-4.402,-1.13,0.0332,2115,49
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,adversarial_bas_depouillement,50.731,34.292,176,0.9693,1.0,18.586,14.507,9.65,-18.586,-14.507,-9.65,0.0332,2115,49
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,adversarial_haut,50.731,14.441,41,0.7318,0.8826,4.997,2.58,1.494,4.997,2.58,1.494,0.0772,2115,49
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,adversarial_haut_mediane,50.731,14.441,41,0.7318,0.8826,4.997,2.58,1.494,4.997,2.58,1.494,0.0772,2115,49
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,adversarial_haut_depouillement,50.731,25.906,176,0.9693,1.0,20.567,15.928,9.65,20.567,15.928,9.65,0.0772,2115,49
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,profil_bas,50.731,32.834,45,0.6663,0.7789,1.278,2.124,2.363,1.278,2.124,2.363,0.0243,2115,49
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,profil_bas_mediane,50.731,32.834,45,0.6663,0.7789,1.278,2.124,2.363,1.278,2.124,2.363,0.0243,2115,49
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,profil_bas_depouillement,50.731,28.177,172,0.9693,1.0,15.06,12.61,8.799,-15.06,-12.61,-8.799,0.0243,2115,49
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,profil_haut,50.731,25.422,6,0.2958,0.4303,0.604,1.42,0.406,-0.604,-1.42,-0.406,0.0875,2115,49
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,profil_haut_mediane,50.731,25.422,6,0.2958,0.4303,0.604,1.42,0.406,-0.604,-1.42,-0.406,0.0875,2115,49
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,profil_haut_depouillement,50.731,22.981,106,0.9693,1.0,16.178,13.732,8.797,16.178,13.732,8.797,0.0875,2115,49
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,realiste,50.731,0.466,0,0.002,0.002,0.081,0.163,0.124,0.081,0.163,0.124,0.0039,2115,49
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,realiste_mediane,50.731,0.647,0,0.002,0.0026,0.091,0.177,0.124,0.091,0.177,0.124,0.0039,2115,49
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,realiste_depouillement,50.731,5.154,0,0.9395,0.9693,5.101,4.953,4.301,-5.101,-4.953,-4.301,0.0039,2115,49
2020-11-29,6360,Initiative populaire « Entreprises responsables - pour protéger l'être,realiste_enveloppe,50.731,3.808,0,0.0377,0.3458,0.613,0.53,0.394,0.613,0.53,0.394,0.0039,2115,49
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,adversarial_bas,51.194,8.567,0,0.626,0.8554,6.981,1.987,1.195,-6.981,-1.987,-1.195,0.1273,2115,51
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,adversarial_bas_mediane,51.194,8.567,0,0.626,0.8554,6.981,1.987,1.195,-6.981,-1.987,-1.195,0.1273,2115,51
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,adversarial_bas_depouillement,51.194,21.313,54,0.9693,1.0,19.142,12.951,7.397,-19.142,-12.951,-7.397,0.1273,2115,51
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,adversarial_haut,51.194,19.979,124,0.8554,0.9395,9.65,6.054,3.241,9.65,6.054,3.241,0.0051,2115,51
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,adversarial_haut_mediane,51.194,19.979,124,0.8554,0.9395,9.65,6.054,3.241,9.65,6.054,3.241,0.0051,2115,51
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,adversarial_haut_depouillement,51.194,28.097,162,0.9693,1.0,14.645,10.974,7.396,14.645,10.974,7.396,0.0051,2115,51
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,profil_bas,51.194,5.067,0,0.6663,0.8036,1.643,1.034,0.053,-1.643,-1.034,0.053,0.0236,2115,51
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,profil_bas_mediane,51.194,5.067,0,0.6663,0.8036,1.643,1.034,0.053,-1.643,-1.034,0.053,0.0236,2115,51
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,profil_bas_depouillement,51.194,26.261,137,0.8826,0.9693,11.176,8.071,4.565,11.176,8.071,4.565,0.0236,2115,51
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,profil_haut,51.194,77.965,27,0.6663,0.8291,5.792,1.422,1.597,5.792,1.422,1.597,0.0822,2115,51
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,profil_haut_mediane,51.194,77.965,27,0.6663,0.8291,5.792,1.422,1.597,5.792,1.422,1.597,0.0822,2115,51
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,profil_haut_depouillement,51.194,11.752,9,0.9395,0.9693,8.934,7.039,4.565,-8.934,-7.039,-4.565,0.0822,2115,51
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,realiste,51.194,2.285,0,0.444,0.8036,1.184,1.081,0.961,1.184,1.081,0.961,0.0037,2115,51
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,realiste_mediane,51.194,2.496,0,0.5031,0.8291,1.216,1.089,0.992,1.216,1.089,0.992,0.0037,2115,51
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,realiste_depouillement,51.194,8.07,0,0.9395,0.9693,6.133,5.239,4.15,6.133,5.239,4.15,0.0037,2115,51
2021-03-07,6380,Initiative «Oui à l'interdiction de se dissimuler le visage»,realiste_enveloppe,51.194,6.035,0,0.7318,0.8826,1.711,1.481,1.331,1.711,1.481,1.331,0.0037,2115,51
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,adversarial_bas,39.309,27.215,136,0.8554,0.9395,12.052,6.859,3.316,-12.052,-6.859,-3.316,0.0115,2115,54
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,adversarial_bas_mediane,39.309,27.215,136,0.8554,0.9395,12.052,6.859,3.316,-12.052,-6.859,-3.316,0.0115,2115,54
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,adversarial_bas_depouillement,39.309,31.294,177,0.9693,1.0,20.252,15.113,9.834,-20.252,-15.113,-9.834,0.0115,2115,54
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,adversarial_haut,39.309,7.485,0,0.755,0.8826,3.727,1.948,1.414,3.727,1.948,1.414,0.1056,2115,54
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,adversarial_haut_mediane,39.309,7.485,0,0.755,0.8826,3.727,1.948,1.414,3.727,1.948,1.414,0.1056,2115,54
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,adversarial_haut_depouillement,39.309,24.974,57,0.9693,1.0,23.886,16.809,9.834,23.886,16.809,9.834,0.1056,2115,54
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,profil_bas,39.309,16.662,16,0.4581,0.7789,0.616,1.141,0.358,-0.616,1.141,0.358,0.0126,2115,54
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,profil_bas_mediane,39.309,16.662,16,0.4581,0.7789,0.616,1.141,0.358,-0.616,1.141,0.358,0.0126,2115,54
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,profil_bas_depouillement,39.309,27.095,157,0.8826,0.9693,14.458,10.337,5.658,-14.458,-10.337,-5.658,0.0126,2115,54
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,profil_haut,39.309,68.738,56,0.6663,0.8036,5.605,2.446,1.63,-5.605,-2.446,-1.63,0.0749,2115,54
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,profil_haut_mediane,39.309,68.738,56,0.6663,0.8036,5.605,2.446,1.63,-5.605,-2.446,-1.63,0.0749,2115,54
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,profil_haut_depouillement,39.309,11.449,8,0.9693,1.0,7.892,8.242,5.663,7.892,8.242,5.663,0.0749,2115,54
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,realiste,39.309,1.203,0,0.0267,0.7789,0.885,0.795,0.699,-0.885,-0.795,-0.699,0.003,2115,54
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,realiste_mediane,39.309,1.315,0,0.0243,0.8036,0.907,0.823,0.717,-0.907,-0.823,-0.717,0.003,2115,54
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,realiste_depouillement,39.309,12.006,87,0.9693,1.0,8.658,7.265,5.626,-8.658,-7.265,-5.626,0.003,2115,54
2021-06-13,6410,Initiative populaire «Pour une eau potable propre et une alimentation ,realiste_enveloppe,39.309,5.03,0,0.4726,0.8554,1.573,1.167,0.964,-1.573,-1.167,-0.964,0.003,2115,54
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",adversarial_bas,35.122,19.563,120,0.755,0.8291,9.212,5.96,3.12,-9.212,-5.96,-3.12,0.0173,2115,59
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",adversarial_bas_mediane,35.122,19.563,120,0.755,0.8291,9.212,5.96,3.12,-9.212,-5.96,-3.12,0.0173,2115,59
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",adversarial_bas_depouillement,35.122,21.574,165,0.9693,1.0,14.437,11.381,8.061,-14.437,-11.381,-8.061,0.0173,2115,59
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",adversarial_haut,35.122,20.917,36,0.5881,0.7318,6.236,2.101,1.247,-6.236,2.101,1.247,0.0726,2115,59
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",adversarial_haut_mediane,35.122,20.917,36,0.5881,0.7318,6.236,2.101,1.247,-6.236,2.101,1.247,0.0726,2115,59
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",adversarial_haut_depouillement,35.122,25.618,92,0.9693,1.0,19.083,14.442,8.062,19.083,14.442,8.062,0.0726,2115,59
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",profil_bas,35.122,11.281,2,0.6875,0.755,1.479,2.164,1.636,-1.479,-2.164,-1.636,0.0134,2115,59
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",profil_bas_mediane,35.122,11.281,2,0.6875,0.755,1.479,2.164,1.636,-1.479,-2.164,-1.636,0.0134,2115,59
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",profil_bas_depouillement,35.122,16.391,133,0.9693,1.0,10.313,8.63,6.538,-10.313,-8.63,-6.538,0.0134,2115,59
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",profil_haut,35.122,196.657,46,0.7093,0.8554,8.948,6.565,2.006,-8.948,-6.565,-2.006,0.0797,2115,59
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",profil_haut_mediane,35.122,196.657,46,0.7093,0.8554,8.948,6.565,2.006,-8.948,-6.565,-2.006,0.0797,2115,59
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",profil_haut_depouillement,35.122,20.052,97,0.9395,0.9693,13.883,10.739,6.527,13.883,10.739,6.527,0.0797,2115,59
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",realiste,35.122,2.768,0,0.2958,0.6067,1.475,1.081,0.644,-1.475,-1.081,-0.644,0.003,2115,59
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",realiste_mediane,35.122,2.837,0,0.3052,0.6067,1.496,1.106,0.657,-1.496,-1.106,-0.657,0.003,2115,59
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",realiste_depouillement,35.122,4.95,0,0.9395,0.9693,4.877,4.593,3.989,-4.877,-4.593,-3.989,0.003,2115,59
2021-09-26,6460,"Initiative populaire «Alléger les impôts sur les salaires, imposer équ",realiste_enveloppe,35.122,6.123,0,0.444,0.755,1.993,1.421,0.89,-1.993,-1.421,-0.89,0.003,2115,59
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,adversarial_bas,60.982,17.774,81,0.6067,0.7093,6.937,4.161,1.613,-6.937,-4.161,-1.613,0.0139,2115,61
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,adversarial_bas_mediane,60.982,17.774,81,0.6067,0.7093,6.937,4.161,1.613,-6.937,-4.161,-1.613,0.0139,2115,61
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,adversarial_bas_depouillement,60.982,21.145,133,0.9395,0.9693,10.668,7.61,4.812,-10.668,-7.61,-4.812,0.0139,2115,61
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,adversarial_haut,60.982,18.229,103,0.8036,0.9106,6.424,4.338,2.296,6.424,4.338,2.296,0.0354,2115,61
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,adversarial_haut_mediane,60.982,18.229,103,0.8036,0.9106,6.424,4.338,2.296,6.424,4.338,2.296,0.0354,2115,61
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,adversarial_haut_depouillement,60.982,15.962,128,0.9395,0.9693,10.174,7.757,4.812,10.174,7.757,4.812,0.0354,2115,61
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,profil_bas,60.982,17.631,14,0.4876,0.5525,2.395,2.465,0.919,2.395,2.465,0.919,0.0119,2115,61
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,profil_bas_mediane,60.982,17.631,14,0.4876,0.5525,2.395,2.465,0.919,2.395,2.465,0.919,0.0119,2115,61
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,profil_bas_depouillement,60.982,16.871,54,0.8826,0.9693,6.417,4.857,3.338,-6.417,-4.857,-3.338,0.0119,2115,61
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,profil_haut,60.982,68.354,24,0.3919,0.7318,1.65,0.985,0.522,-1.65,-0.985,0.522,0.0703,2115,61
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,profil_haut_mediane,60.982,68.354,24,0.3919,0.7318,1.65,0.985,0.522,-1.65,-0.985,0.522,0.0703,2115,61
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,profil_haut_depouillement,60.982,12.084,44,0.8554,0.9395,7.366,5.659,3.334,7.366,5.659,3.334,0.0703,2115,61
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,realiste,60.982,0.76,0,0.002,0.0032,0.135,0.132,0.152,0.135,0.132,0.152,0.0026,2115,61
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,realiste_mediane,60.982,0.638,0,0.002,0.003,0.135,0.111,0.146,0.135,0.111,0.146,0.0026,2115,61
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,realiste_depouillement,60.982,1.985,0,0.8291,0.9395,1.929,1.966,1.753,-1.929,-1.966,-1.753,0.0026,2115,61
2021-11-28,6480,Initiative populaire «Pour des soins infirmiers forts» (Initiative sur,realiste_enveloppe,60.982,4.903,0,0.0343,0.1971,0.678,0.445,0.345,0.678,0.445,0.345,0.0026,2115,61
2022-02-13,6510,Initiative populaire «Oui à l'interdiction de l'expérimentation animal,adversarial_bas,20.86,11.982,33,0.8554,0.9395,5.418,3.712,2.293,-5.418,-3.712,-2.293,0.0095,2115,64
2022-02-13,6510,Initiative populaire «Oui à l'interdiction de l'expérimentation animal,adversarial_bas_mediane,20.86,11.982,33,0.8554,0.9395,5.418,3.712,2.293,-5.418,-3.712,-2.293,0.0095,2115,64
2022-02-13,6510,Initiative populaire «Oui à l'interdiction de l'expérimentation animal,adversarial_bas_depouillement,20.86,12.811,51,0.9106,0.9693,6.261,4.583,2.946,-6.261,-4.583,-2.946,0.0095,2115,64
